"","cage","site","depth","station","week","survivors","av_length","SD","biom","min.do","max.do","mean.do","sd.do","min.temp","max.temp","mean.temp","sd.T","do.dur","temp.dur","mean.sal","sd.sal","ssat"
"192","MDS4","MD","shallow","MDS",11,0,0,0,0,4.01,9.48,6.57388888888889,1.13371002143335,26.73,29.01,27.8179513888889,0.508965923434542,0,4095,25.8963818663194,0.228931889453299,585
"193","RSD1","RS","deep","RSD",0,10,41.5,5.608029957,1369.58817208406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","RSD1","RS","deep","RSD",1,10,44.5,5.296225071,1722.2975610748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","RSD1","RS","deep","RSD",2,10,48.1,3.961060464,2195.54832975533,4.07,23.8,10.2036890951276,3.43496675317888,14.68,23.81,18.4577726218097,2.32177475356916,0,0,28.2310879316629,1.14054508765863,6900
"196","RSD1","RS","deep","RSD",3,10,49.1,4.109744518,2365.27561722738,0.36,18.35,8.60026041666667,3.45212308272005,16.65,27.05,19.72140625,1.95201760405278,135,15,26.9312768878906,0.541931157256623,4665
"197","RSD1","RS","deep","RSD",4,10,52.6,3.583294573,2990.82253617455,0.01,14.9,5.89098591549296,3.28570755827895,16.86,24.73,20.3245246478873,2.08915359334943,1110,0,26.7681301272887,0.565636378650938,1635
"198","RSD1","RS","deep","RSD",5,10,54.3,4.313930922,3377.72352361249,0.58,19.48,8.37671296296296,2.77371850188718,17.35,26.26,20.9441550925926,2.47597395498107,165,0,26.613785494175,0.659300232245265,5145
"199","RSD1","RS","deep","RSD",6,10,53.4,4.630334761,3198.05424631786,1.24,23.5,7.2499375,4.04612170246505,19.63,28.06,23.5821458333333,2.58855215808745,135,660,26.203818952071,0.64661937225968,2250
"200","RSD1","RS","deep","RSD",7,10,56.1,5.752390807,3870.61794261651,3,17.44,8.24268229166667,2.75540608233901,16.78,27.49,23.0221614583333,2.46463815094563,0,60,26.0985732860677,0.613378077025335,5115
"201","RSD1","RS","deep","RSD",8,10,64.7,4.267317659,6258.16893913366,1.97,12.06,7.15553819444444,2.21718561642211,19.11,25.52,21.8771006944444,0.949025915401611,15,0,26.3317064920139,0.250832353058902,2670
"202","RSD1","RS","deep","RSD",9,10,66.7,5.640035461,7066.12958675273,2.62,16.54,8.69553571428571,2.89347876866474,19.08,26.75,23.8314732142857,1.36490897679286,0,0,25.6870399820414,0.311689784160189,5295
"203","RSD1","RS","deep","RSD",10,10,69.5,6.152235366,8201.67082498604,1.2,12.18,6.27505787037037,1.87201504296753,19.48,29.02,25.0048148148148,2.64085320370796,15,3780,25.3467545899042,0.432192264057493,2010
"204","RSD1","RS","deep","RSD",11,0,0,0,0,2.67,10.77,6.53180555555556,2.0387494126632,20.95,26.25,23.7680902777778,1.69625520076056,0,0,24.7712049733641,0.279070709941103,840
"205","RSD2","RS","deep","RSD",0,10,38.8,2.481934729,1006.62760995249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","RSD2","RS","deep","RSD",1,6,40.5,1.979057015,698.503695140106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","RSD2","RS","deep","RSD",2,5,47.2,2.481934729,1007.19816178789,4.07,23.8,10.2036890951276,3.43496675317888,14.68,23.81,18.4577726218097,2.32177475356916,0,0,28.2310879316629,1.14054508765863,6900
"208","RSD2","RS","deep","RSD",3,4,53,2.738612788,1218.22867273853,0.36,18.35,8.60026041666667,3.45212308272005,16.65,27.05,19.72140625,1.95201760405278,135,15,26.9312768878906,0.541931157256623,4665
"209","RSD2","RS","deep","RSD",4,4,57.25,5.309190145,1649.01253586397,0.01,14.9,5.89098591549296,3.28570755827895,16.86,24.73,20.3245246478873,2.08915359334943,1110,0,26.7681301272887,0.565636378650938,1635
"210","RSD2","RS","deep","RSD",5,4,55.75,5.214163404,1498.67270857322,0.58,19.48,8.37671296296296,2.77371850188718,17.35,26.26,20.9441550925926,2.47597395498107,165,0,26.613785494175,0.659300232245265,5145
"211","RSD2","RS","deep","RSD",6,4,55.25,6.609652033,1484.91660715092,1.24,23.5,7.2499375,4.04612170246505,19.63,28.06,23.5821458333333,2.58855215808745,135,660,26.203818952071,0.64661937225968,2250
"212","RSD2","RS","deep","RSD",7,4,59.5,3.354101966,1845.3013044951,3,17.44,8.24268229166667,2.75540608233901,16.78,27.49,23.0221614583333,2.46463815094563,0,60,26.0985732860677,0.613378077025335,5115
"213","RSD2","RS","deep","RSD",8,4,69.25,5.539629952,3218.80808802342,1.97,12.06,7.15553819444444,2.21718561642211,19.11,25.52,21.8771006944444,0.949025915401611,15,0,26.3317064920139,0.250832353058902,2670
"214","RSD2","RS","deep","RSD",9,4,68.75,5.018714975,3121.6375035318,2.62,16.54,8.69553571428571,2.89347876866474,19.08,26.75,23.8314732142857,1.36490897679286,0,0,25.6870399820414,0.311689784160189,5295
"215","RSD2","RS","deep","RSD",10,3,72,4.966554809,2753.67140392525,1.2,12.18,6.27505787037037,1.87201504296753,19.48,29.02,25.0048148148148,2.64085320370796,15,3780,25.3467545899042,0.432192264057493,2010
"216","RSD2","RS","deep","RSD",11,0,0,0,0,2.67,10.77,6.53180555555556,2.0387494126632,20.95,26.25,23.7680902777778,1.69625520076056,0,0,24.7712049733641,0.279070709941103,840
"217","RSD3","RS","deep","RSD",0,10,40.2,3.515679166,1161.74586185282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","RSD3","RS","deep","RSD",1,10,40,6.693280212,1224.17450378411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","RSD3","RS","deep","RSD",2,10,44.4,6.93108938,1779.649552472,4.07,23.8,10.2036890951276,3.43496675317888,14.68,23.81,18.4577726218097,2.32177475356916,0,0,28.2310879316629,1.14054508765863,6900
"220","RSD3","RS","deep","RSD",3,6,46.33333333,7.249521057,1245.51895313476,0.36,18.35,8.60026041666667,3.45212308272005,16.65,27.05,19.72140625,1.95201760405278,135,15,26.9312768878906,0.541931157256623,4665
"221","RSD3","RS","deep","RSD",4,6,49.66666667,2.98142397,1455.52263363939,0.01,14.9,5.89098591549296,3.28570755827895,16.86,24.73,20.3245246478873,2.08915359334943,1110,0,26.7681301272887,0.565636378650938,1635
"222","RSD3","RS","deep","RSD",5,6,54.16666667,5.335936865,2041.07003526539,0.58,19.48,8.37671296296296,2.77371850188718,17.35,26.26,20.9441550925926,2.47597395498107,165,0,26.613785494175,0.659300232245265,5145
"223","RSD3","RS","deep","RSD",6,5,51.8,7.520638271,1519.9227752068,1.24,23.5,7.2499375,4.04612170246505,19.63,28.06,23.5821458333333,2.58855215808745,135,660,26.203818952071,0.64661937225968,2250
"224","RSD3","RS","deep","RSD",7,4,54.75,7.885905148,1485.3328455065,3,17.44,8.24268229166667,2.75540608233901,16.78,27.49,23.0221614583333,2.46463815094563,0,60,26.0985732860677,0.613378077025335,5115
"225","RSD3","RS","deep","RSD",8,4,66.25,8.699856321,2885.90032913091,1.97,12.06,7.15553819444444,2.21718561642211,19.11,25.52,21.8771006944444,0.949025915401611,15,0,26.3317064920139,0.250832353058902,2670
"226","RSD3","RS","deep","RSD",9,4,70.5,9.552486587,3624.59159421819,2.62,16.54,8.69553571428571,2.89347876866474,19.08,26.75,23.8314732142857,1.36490897679286,0,0,25.6870399820414,0.311689784160189,5295
"227","RSD3","RS","deep","RSD",10,3,70,10.61445555,2696.20985086089,1.2,12.18,6.27505787037037,1.87201504296753,19.48,29.02,25.0048148148148,2.64085320370796,15,3780,25.3467545899042,0.432192264057493,2010
"228","RSD3","RS","deep","RSD",11,0,0,0,0,2.67,10.77,6.53180555555556,2.0387494126632,20.95,26.25,23.7680902777778,1.69625520076056,0,0,24.7712049733641,0.279070709941103,840
"229","RSD4","RS","deep","RSD",0,10,40.1,4.369210455,1169.8903292035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","RSD4","RS","deep","RSD",1,9,44.88888889,4.148478823,1557.24359646353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","RSD4","RS","deep","RSD",2,6,46,5.322906474,1153.0282521296,4.07,23.8,10.2036890951276,3.43496675317888,14.68,23.81,18.4577726218097,2.32177475356916,0,0,28.2310879316629,1.14054508765863,6900
"232","RSD4","RS","deep","RSD",3,6,44.5,9.305016568,1158.98202059249,0.36,18.35,8.60026041666667,3.45212308272005,16.65,27.05,19.72140625,1.95201760405278,135,15,26.9312768878906,0.541931157256623,4665
"233","RSD4","RS","deep","RSD",4,6,50,5.385164807,1546.79600845252,0.01,14.9,5.89098591549296,3.28570755827895,16.86,24.73,20.3245246478873,2.08915359334943,1110,0,26.7681301272887,0.565636378650938,1635
"234","RSD4","RS","deep","RSD",5,5,55,5.727128425,1802.08471895507,0.58,19.48,8.37671296296296,2.77371850188718,17.35,26.26,20.9441550925926,2.47597395498107,165,0,26.613785494175,0.659300232245265,5145
"235","RSD4","RS","deep","RSD",6,5,57.2,4.955804677,2046.26387373834,1.24,23.5,7.2499375,4.04612170246505,19.63,28.06,23.5821458333333,2.58855215808745,135,660,26.203818952071,0.64661937225968,2250
"236","RSD4","RS","deep","RSD",7,5,60.6,2.939387691,2454.15436890224,3,17.44,8.24268229166667,2.75540608233901,16.78,27.49,23.0221614583333,2.46463815094563,0,60,26.0985732860677,0.613378077025335,5115
"237","RSD4","RS","deep","RSD",8,4,65.5,5.315072906,2644.0697491983,1.97,12.06,7.15553819444444,2.21718561642211,19.11,25.52,21.8771006944444,0.949025915401611,15,0,26.3317064920139,0.250832353058902,2670
"238","RSD4","RS","deep","RSD",9,3,69,5.715476066,2386.98848701964,2.62,16.54,8.69553571428571,2.89347876866474,19.08,26.75,23.8314732142857,1.36490897679286,0,0,25.6870399820414,0.311689784160189,5295
"239","RSD4","RS","deep","RSD",10,2,77.5,8.5,2467.20354078412,1.2,12.18,6.27505787037037,1.87201504296753,19.48,29.02,25.0048148148148,2.64085320370796,15,3780,25.3467545899042,0.432192264057493,2010
"240","RSD4","RS","deep","RSD",11,0,0,0,0,2.67,10.77,6.53180555555556,2.0387494126632,20.95,26.25,23.7680902777778,1.69625520076056,0,0,24.7712049733641,0.279070709941103,840
"241","RSS1","RS","shallow","RSS",0,10,40.1,3.726929031,1158.99274337309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","RSS1","RS","shallow","RSS",1,7,42.42857143,4.894811914,1014.16657384387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","RSS1","RS","shallow","RSS",2,7,46.14285714,7.586238884,1468.41435108427,2.61,12.61,8.43122969837587,1.67056198564263,16.26,25.52,20.6577726218097,2.05355806445329,0,0,30.663585129048,0.522609941366243,6480
"244","RSS1","RS","shallow","RSS",3,7,49.28571429,6.496466858,1764.01485672429,2.54,16.31,8.36976133333333,2.64761686081489,17.74,27.663675,22.3625107421875,1.77422997877619,0,15,30.0584524951577,0.511631927161248,5220
"245","RSS1","RS","shallow","RSS",4,7,52.71428571,6.226998491,2207.65099179771,2.5708,11.57636,6.09141505391304,2.01532592656411,20.75995,26.091875,23.1351000434783,1.42889875007466,0,0,29.9362112717382,0.213289093019693,1260
"246","RSS1","RS","shallow","RSS",5,7,57.57142857,7.047940791,3027.83897931923,2.921352,14.344512,7.62758998611111,1.6445393140134,21.091925,27.84,23.5582521990741,1.72624736263622,0,180,29.8814187287726,0.247580423212742,4380
"247","RSS1","RS","shallow","RSS",6,5,54.4,2.870540019,1672.16447907948,0.53,16.75,7.55425,3.10969597222397,20.78,29.26,26.6538333333333,1.59558115450091,90,3525,29.7274680928817,0.242818506670955,3270
"248","RSS1","RS","shallow","RSS",7,5,57.4,5.238320341,2077.08951360734,1.01,15.35,7.341640625,2.72794809793898,18.18,29.28,25.3677727539063,1.54100554275781,105,1485,29.6879462403841,0.230335735484554,4860
"249","RSS1","RS","shallow","RSS",8,4,58,4.527692569,1706.19937300107,0.84,17.09,6.98131944444444,3.2393293447664,21.54,28.58,23.9702045138889,1.52676468204658,150,765,29.7754924218811,0.0941925652206787,2715
"250","RSS1","RS","shallow","RSS",9,3,59,5.354126135,1374.77545352795,0.3,15.74,7.78745535714286,2.67434105388967,22.18,28.24,25.1771837053571,1.1432171703336,180,765,29.5334072540562,0.117045747747834,4755
"251","RSS1","RS","shallow","RSS",10,1,56,0,366.292119346194,0.68,14.34,6.01185787037037,2.29255216090531,21.58,30.16,27.089118287037,1.54595260652566,555,7725,29.4056232836008,0.16229683899887,3285
"252","RSS1","RS","shallow","RSS",11,0,0,0,0,4.184548,9.080188,6.51862327777778,1.23222014501364,23.530925,27.121675,25.4401811631944,1.14921289851528,0,150,29.1894928915977,0.104796632997083,630
"253","RSS2","RS","shallow","RSS",0,10,43.8,3.994996871,1585.30432108973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","RSS2","RS","shallow","RSS",1,10,45.6,3.611094017,1810.22546308109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","RSS2","RS","shallow","RSS",2,8,49.125,5.861687044,1955.99254401852,2.61,12.61,8.43122969837587,1.67056198564263,16.26,25.52,20.6577726218097,2.05355806445329,0,0,30.663585129048,0.522609941366243,6480
"256","RSS2","RS","shallow","RSS",3,8,53.25,5.309190145,2556.98489511958,2.54,16.31,8.36976133333333,2.64761686081489,17.74,27.663675,22.3625107421875,1.77422997877619,0,15,30.0584524951577,0.511631927161248,5220
"257","RSS2","RS","shallow","RSS",4,8,56.125,6.392133838,3123.51641250316,2.5708,11.57636,6.09141505391304,2.01532592656411,20.75995,26.091875,23.1351000434783,1.42889875007466,0,0,29.9362112717382,0.213289093019693,1260
"258","RSS2","RS","shallow","RSS",5,8,61.5,6.763874629,4316.66258033978,2.921352,14.344512,7.62758998611111,1.6445393140134,21.091925,27.84,23.5582521990741,1.72624736263622,0,180,29.8814187287726,0.247580423212742,4380
"259","RSS2","RS","shallow","RSS",6,7,64.14285714,5.11101252,4282.00270609014,0.53,16.75,7.55425,3.10969597222397,20.78,29.26,26.6538333333333,1.59558115450091,90,3525,29.7274680928817,0.242818506670955,3270
"260","RSS2","RS","shallow","RSS",7,7,65.14285714,5.591538797,4550.34830548554,1.01,15.35,7.341640625,2.72794809793898,18.18,29.28,25.3677727539063,1.54100554275781,105,1485,29.6879462403841,0.230335735484554,4860
"261","RSS2","RS","shallow","RSS",8,7,67,6.969320524,5103.19963123324,0.84,17.09,6.98131944444444,3.2393293447664,21.54,28.58,23.9702045138889,1.52676468204658,150,765,29.7754924218811,0.0941925652206787,2715
"262","RSS2","RS","shallow","RSS",9,4,71.25,7.01338007,3615.95128017534,0.3,15.74,7.78745535714286,2.67434105388967,22.18,28.24,25.1771837053571,1.1432171703336,180,765,29.5334072540562,0.117045747747834,4755
"263","RSS2","RS","shallow","RSS",10,1,65,0,623.719707602263,0.68,14.34,6.01185787037037,2.29255216090531,21.58,30.16,27.089118287037,1.54595260652566,555,7725,29.4056232836008,0.16229683899887,3285
"264","RSS2","RS","shallow","RSS",11,0,0,0,0,4.184548,9.080188,6.51862327777778,1.23222014501364,23.530925,27.121675,25.4401811631944,1.14921289851528,0,150,29.1894928915977,0.104796632997083,630
"265","RSS3","RS","shallow","RSS",0,10,40.6,3.527038418,1202.24452394318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","RSS3","RS","shallow","RSS",1,7,39.28571429,4.333071682,762.573866542297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","RSS3","RS","shallow","RSS",2,6,45.16666667,7.47031161,1143.68203642746,2.61,12.61,8.43122969837587,1.67056198564263,16.26,25.52,20.6577726218097,2.05355806445329,0,0,30.663585129048,0.522609941366243,6480
"268","RSS3","RS","shallow","RSS",3,6,50.83333333,9.06305075,1790.72310163053,2.54,16.31,8.36976133333333,2.64761686081489,17.74,27.663675,22.3625107421875,1.77422997877619,0,15,30.0584524951577,0.511631927161248,5220
"269","RSS3","RS","shallow","RSS",4,5,53,10.19803903,1762.01696807589,2.5708,11.57636,6.09141505391304,2.01532592656411,20.75995,26.091875,23.1351000434783,1.42889875007466,0,0,29.9362112717382,0.213289093019693,1260
"270","RSS3","RS","shallow","RSS",5,5,58,7.26636085,2233.39229284592,2.921352,14.344512,7.62758998611111,1.6445393140134,21.091925,27.84,23.5582521990741,1.72624736263622,0,180,29.8814187287726,0.247580423212742,4380
"271","RSS3","RS","shallow","RSS",6,4,59.75,5.261891295,1912.97614022346,0.53,16.75,7.55425,3.10969597222397,20.78,29.26,26.6538333333333,1.59558115450091,90,3525,29.7274680928817,0.242818506670955,3270
"272","RSS3","RS","shallow","RSS",7,4,56.5,9.937303457,1710.87438231315,1.01,15.35,7.341640625,2.72794809793898,18.18,29.28,25.3677727539063,1.54100554275781,105,1485,29.6879462403841,0.230335735484554,4860
"273","RSS3","RS","shallow","RSS",8,4,61.5,2.291287847,2060.55957730751,0.84,17.09,6.98131944444444,3.2393293447664,21.54,28.58,23.9702045138889,1.52676468204658,150,765,29.7754924218811,0.0941925652206787,2715
"274","RSS3","RS","shallow","RSS",9,3,61,4.320493799,1526.54671786745,0.3,15.74,7.78745535714286,2.67434105388967,22.18,28.24,25.1771837053571,1.1432171703336,180,765,29.5334072540562,0.117045747747834,4755
"275","RSS3","RS","shallow","RSS",10,1,56,0,366.292119346194,0.68,14.34,6.01185787037037,2.29255216090531,21.58,30.16,27.089118287037,1.54595260652566,555,7725,29.4056232836008,0.16229683899887,3285
"276","RSS3","RS","shallow","RSS",11,0,0,0,0,4.184548,9.080188,6.51862327777778,1.23222014501364,23.530925,27.121675,25.4401811631944,1.14921289851528,0,150,29.1894928915977,0.104796632997083,630
"277","RSS4","RS","shallow","RSS",0,9,41.66666667,3.431876714,1182.42159743422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","RSS4","RS","shallow","RSS",1,8,38.875,3.585997072,826.677068508126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","RSS4","RS","shallow","RSS",2,6,46.66666667,6.724747001,1248.43117194698,2.61,12.61,8.43122969837587,1.67056198564263,16.26,25.52,20.6577726218097,2.05355806445329,0,0,30.663585129048,0.522609941366243,6480
"280","RSS4","RS","shallow","RSS",3,6,52.5,7.889866919,1920.06592299105,2.54,16.31,8.36976133333333,2.64761686081489,17.74,27.663675,22.3625107421875,1.77422997877619,0,15,30.0584524951577,0.511631927161248,5220
"281","RSS4","RS","shallow","RSS",4,6,57.66666667,7.824463063,2641.20975834023,2.5708,11.57636,6.09141505391304,2.01532592656411,20.75995,26.091875,23.1351000434783,1.42889875007466,0,0,29.9362112717382,0.213289093019693,1260
"282","RSS4","RS","shallow","RSS",5,6,65.16666667,4.524623987,3863.20587448112,2.921352,14.344512,7.62758998611111,1.6445393140134,21.091925,27.84,23.5582521990741,1.72624736263622,0,180,29.8814187287726,0.247580423212742,4380
"283","RSS4","RS","shallow","RSS",6,4,62.5,5.408326913,2243.43115130728,0.53,16.75,7.55425,3.10969597222397,20.78,29.26,26.6538333333333,1.59558115450091,90,3525,29.7274680928817,0.242818506670955,3270
"284","RSS4","RS","shallow","RSS",7,4,64.25,7.462405778,2543.03491468808,1.01,15.35,7.341640625,2.72794809793898,18.18,29.28,25.3677727539063,1.54100554275781,105,1485,29.6879462403841,0.230335735484554,4860
"285","RSS4","RS","shallow","RSS",8,4,68.5,8.291561976,3201.83651069477,0.84,17.09,6.98131944444444,3.2393293447664,21.54,28.58,23.9702045138889,1.52676468204658,150,765,29.7754924218811,0.0941925652206787,2715
"286","RSS4","RS","shallow","RSS",9,3,72.33333333,3.771236166,2774.59879047141,0.3,15.74,7.78745535714286,2.67434105388967,22.18,28.24,25.1771837053571,1.1432171703336,180,765,29.5334072540562,0.117045747747834,4755
"287","RSS4","RS","shallow","RSS",10,1,66,0,658.673370255608,0.68,14.34,6.01185787037037,2.29255216090531,21.58,30.16,27.089118287037,1.54595260652566,555,7725,29.4056232836008,0.16229683899887,3285
"288","RSS4","RS","shallow","RSS",11,0,0,0,0,4.184548,9.080188,6.51862327777778,1.23222014501364,23.530925,27.121675,25.4401811631944,1.14921289851528,0,150,29.1894928915977,0.104796632997083,630
